sample_id,text,image_path,label,source,split
dgm4_217078,Republican presidential candidates Donald Trump and US Sen Ted Cruz hold their hands over their hearts during the National Anthem during the CNN Republican presidential debate,data/raw/DGM4/origin/usa_today/0585/926.jpg,0,DGM4_origin,train
dgm4_809256,Commissioner Don Garber David Beckham and Mayor Carlos Gimenez announce plans to launch a new Major League Soccer franchise in Miami,data/raw/DGM4/origin/guardian/0417/248.jpg,0,DGM4_origin,test
dgm4_1664127,Kelly s rapping partner Smith cried during his tribute to his true friend alongside his sister Jennifer,data/raw/DGM4/origin/bbc/0464/240.jpg,0,DGM4_origin,train
dgm4_575006,Velika Ivanca Serbia Friends and relatives at the funeral for victims of a mass shooting in which 13 people died,data/raw/DGM4/origin/guardian/0283/223.jpg,0,DGM4_origin,train
dgm4_373621,People take part in a march on Saturday commemorating the 50th anniversary of the March on Washington,data/raw/DGM4/origin/usa_today/0557/502.jpg,0,DGM4_origin,test
dgm4_1560932,The younger generation are leading the way and are more willing to share,data/raw/DGM4/origin/bbc/0183/528.jpg,0,DGM4_origin,train
dgm4_1629347,Naomi Oni said she felt someone was trying to kill her,data/raw/DGM4/origin/bbc/0504/678.jpg,0,DGM4_origin,val
dgm4_478982,Daniele Lo Presti the paparazzo was killed by a professional hitman,data/raw/DGM4/origin/guardian/0838/455.jpg,0,DGM4_origin,train
dgm4_1568595,Police said it appeared Kjartan Sekkingstad John Ridsdel Robert Hall and the local woman were specifically targeted,data/raw/DGM4/origin/bbc/0370/193.jpg,0,DGM4_origin,train
dgm4_1182084,Ali Rezaian looks at a picture of his brother Washington Post Tehran bureau chief Jason Rezaian after a news conference 22 July 2015 in Washington DC,data/raw/DGM4/origin/guardian/0792/439.jpg,0,DGM4_origin,test
dgm4_728671,Best among box sets Sidse Babett Knudsen in Borgen,data/raw/DGM4/origin/guardian/0546/940.jpg,0,DGM4_origin,train
dgm4_625533,Sun Kil Moon would you mess with this guy,data/raw/DGM4/origin/guardian/0327/294.jpg,0,DGM4_origin,train
dgm4_488126,Ezequiel Antonio Castanha is accused of illegally destroying tens of thousands of square kilometres of Amazon forest,data/raw/DGM4/origin/guardian/0850/457.jpg,0,DGM4_origin,train
dgm4_428075,Sanders left is hugged by musician Willie Nelson during an Aug 8 2006 rally at a farm in Charlotte Vt,data/raw/DGM4/origin/usa_today/0720/723.jpg,0,DGM4_origin,train
dgm4_553388,Backyard oasis Dustin Hoffman floats in the pool in The Graduate with William Daniels and Elizabeth Wilson,data/raw/DGM4/origin/guardian/0271/488.jpg,0,DGM4_origin,test
dgm4_318739,Incoming freshman Joni Ernst RIowa right talks with a reporter on Capitol Hill on Jan 6 2015 before being sworn in to the Senate,data/raw/DGM4/origin/usa_today/0557/716.jpg,0,DGM4_origin,train
dgm4_131215,North West and Kim KardashianWest backstage North started crying at the beginning of the Kanye West x Adidas fashion show and was taken backstage,data/raw/DGM4/origin/washington_post/0079/319.jpg,0,DGM4_origin,train
dgm4_1637686,Allegations of Chinese computer hacking are likely to be an issue during the visit,data/raw/DGM4/origin/bbc/0423/474.jpg,0,DGM4_origin,train
dgm4_883593,Sterling celebrates scoring for England against Lithuania last week with Wayne Rooney,data/raw/DGM4/origin/guardian/0479/833.jpg,0,DGM4_origin,val
dgm4_86413,Andra Bucci left sits with Martha Manna Weindling Friedmann who helped care for Bucci and her sister Tatiana after World War II,data/raw/DGM4/origin/washington_post/0183/032.jpg,0,DGM4_origin,val
dgm4_1497012,Both sides in the debate said they wanted more opportunities to put their case,data/raw/DGM4/origin/bbc/0132/174.jpg,0,DGM4_origin,test
dgm4_1653834,Rosie Batty seen here at her son s funeral in February has become a passionate antiviolence activist,data/raw/DGM4/origin/bbc/0528/157.jpg,0,DGM4_origin,train
dgm4_845091,Juliette Binoche at Cannes in May holding a sign bearing the name of Iranian film director Jafar Panahi To her left is French actor and director Guillaume Canet,data/raw/DGM4/origin/guardian/0457/540.jpg,0,DGM4_origin,val
dgm4_62010,Geraldo Rivera center arrives for the funeral,data/raw/DGM4/origin/washington_post/0596/001.jpg,0,DGM4_origin,train
dgm4_921461,Steve Hilton used a phone when he worked for David Cameron but not anymore,data/raw/DGM4/origin/guardian/0133/067.jpg,0,DGM4_origin,train
dgm4_1221204,Drew Evans superintendent of the Minnesota bureau of criminal apprehension describes how an inmate fatally shot deputy Steven Sandberg,data/raw/DGM4/origin/guardian/0029/327.jpg,0,DGM4_origin,train
dgm4_582387,General election 2010 Shabana Mahmood wins in Birmingham Ladywood,data/raw/DGM4/origin/guardian/0285/102.jpg,0,DGM4_origin,train
dgm4_1504962,Japan has long pioneered hightech toilets This one allows users to check blood pressure urine protein weight and body fat on the control panel,data/raw/DGM4/origin/bbc/0151/338.jpg,0,DGM4_origin,train
dgm4_1194040,The image the Islamic Republic of Iran Broadcasting network showed of Shakira watching SpainItaly football match in Brazil,data/raw/DGM4/origin/guardian/0013/399.jpg,0,DGM4_origin,train
dgm4_945758,You can tell how important this fight is when you look at reactions to divestment efforts Activists at Sydney university,data/raw/DGM4/origin/guardian/0151/732.jpg,0,DGM4_origin,train
dgm4_337503,Hillary Clinton and Donald Trump take part in the first debate on Sept 26 2016 at Hofstra University,data/raw/DGM4/origin/usa_today/0399/140.jpg,0,DGM4_origin,train
dgm4_642512,Z For ZachariahIt s after the apocalypse and last woman on Earth Margot Robbie must pick between two suitors Chris Pine and Chiwetel Ejiofor,data/raw/DGM4/origin/guardian/0350/281.jpg,0,DGM4_origin,train
dgm4_1132488,Robert Lewandowski has scored 22 goals for Bayern Munich and Poland this season,data/raw/DGM4/origin/guardian/0736/212.jpg,0,DGM4_origin,test
dgm4_1535597,Media in India sound optimistic over the future of bilateral ties between Delhi and Beijing,data/raw/DGM4/origin/bbc/0210/019.jpg,0,DGM4_origin,train
dgm4_1647105,Ofsted inspections have been overhauled to place a renewed focus on basic education for underfives,data/raw/DGM4/origin/bbc/0526/288.jpg,0,DGM4_origin,train
dgm4_784540,A man mourns over the body of a relative in the AlFath mosque,data/raw/DGM4/origin/guardian/0586/056.jpg,0,DGM4_origin,test
dgm4_1670882,A fierce fight began for control of Aleppo after a major offensive by rebels,data/raw/DGM4/origin/bbc/0499/587.jpg,0,DGM4_origin,train
dgm4_520557,Giedo Van der Garde was axed as a test driver by Sauber at the end of last season,data/raw/DGM4/origin/guardian/0244/492.jpg,0,DGM4_origin,train
dgm4_186446,Mayor Muriel Bowser poses for a photo with supporters after delivering the 2016 State of the District address,data/raw/DGM4/origin/washington_post/0189/759.jpg,0,DGM4_origin,train
dgm4_47426,Florida State University students attend the vigil in Tallahassee,data/raw/DGM4/origin/washington_post/0056/401.jpg,0,DGM4_origin,test
dgm4_640140,HSBC has made a settlement to some victims of the Ponzi scheme set up by Bernard Madoff above,data/raw/DGM4/origin/guardian/0343/390.jpg,0,DGM4_origin,train
dgm4_1264572,JFK and Jackie Kennedy arrive at Love Field in Dallas November 1963,data/raw/DGM4/origin/guardian/0075/487.jpg,0,DGM4_origin,train
dgm4_642019,New York Islanders Matt Martin fights with Tampa Bay Lightning s BJ Crombeen,data/raw/DGM4/origin/guardian/0350/157.jpg,0,DGM4_origin,train
dgm4_1018874,World Bank president Jim Yong Kim with National Bank of Poland president Marek Belka and IMF managing director Christine Lagarde,data/raw/DGM4/origin/guardian/0645/072.jpg,0,DGM4_origin,train
dgm4_942383,Kevin Rudd speaks as Tony Abbott looks on,data/raw/DGM4/origin/guardian/0169/544.jpg,0,DGM4_origin,train
dgm4_1153550,The Thick of It Does Malcolm Tucker get all the best lines,data/raw/DGM4/origin/guardian/0772/728.jpg,0,DGM4_origin,train
dgm4_501517,Win America which includes bigname firms like Apple Google and Pfizer employs more than 160 lobbyists,data/raw/DGM4/origin/guardian/0208/434.jpg,0,DGM4_origin,train
dgm4_420636,Katherine Heigl plays Charleston Tucker in the upcoming NBC drama State of Affairs,data/raw/DGM4/origin/usa_today/0642/775.jpg,0,DGM4_origin,train
dgm4_893457,Leo Tolstoy Russian writer philosopher and mystic telling his grandchildren a story,data/raw/DGM4/origin/guardian/0113/481.jpg,0,DGM4_origin,train
dgm4_266738,Love teamed with future fellow NBA AllStar Russell Westbrook at UCLA and they went backtoback in the 2008 NBA draft,data/raw/DGM4/origin/usa_today/0698/691.jpg,0,DGM4_origin,train
dgm4_384293,The copilot of Germanwings Flight 9525 Andreas Lubitz takes part in the Airport Hamburg 10mile run on Sept 13 2009 in Hamburg,data/raw/DGM4/origin/usa_today/0209/944.jpg,0,DGM4_origin,test
dgm4_730035,Uhuru Kenyatta waves to supporters following his election victory,data/raw/DGM4/origin/guardian/0547/278.jpg,0,DGM4_origin,train
dgm4_713825,Chitral PakistanA Pakistani soldier carries child who was injured in Monday s earthquake,data/raw/DGM4/origin/guardian/0524/439.jpg,0,DGM4_origin,train
dgm4_523476,CBS News correspondent Lara Logan in Cairo s Tahrir Square moments before she was attacked on 11 February,data/raw/DGM4/origin/guardian/0232/708.jpg,0,DGM4_origin,train
dgm4_464992,Funny business Jim Davidson and Matt Blaize rehearsing Stand Up and Be Counted,data/raw/DGM4/origin/guardian/0822/041.jpg,0,DGM4_origin,train
dgm4_1686206,Young Terry Perkins as pictured by Mark St George of Enterprise News in the 1980s and Terry Perkins now in his late 60s as photographed last year,data/raw/DGM4/origin/bbc/0537/219.jpg,0,DGM4_origin,train
dgm4_225442,President Obama leaves the Gridiron dinner on march 9,data/raw/DGM4/origin/usa_today/0687/583.jpg,0,DGM4_origin,test
dgm4_200340,Director Yared Zeleke right and cast members Kidist Siyum left and Rediat Amare pose during a photo call for the film Lamb,data/raw/DGM4/origin/washington_post/0384/051.jpg,0,DGM4_origin,train
dgm4_502416,Tom Mockridge says his former boss Rupert Murdoch and new boss John Malone do not want to throttle each other,data/raw/DGM4/origin/guardian/0208/660.jpg,0,DGM4_origin,train
dgm4_386803,Jeffrey Tambor accepts the award for Outstanding Lead Actor In A Comedy Series for his role in Amazon s Transparent,data/raw/DGM4/origin/usa_today/0638/794.jpg,0,DGM4_origin,test
dgm4_1114909,Russell Brand and Jonathan Ross spark the Sachsgate row in 2008,data/raw/DGM4/origin/guardian/0738/062.jpg,0,DGM4_origin,train
dgm4_371236,Team USA s Kyrie Irving and Jimmy Butler talk during practice,data/raw/DGM4/origin/usa_today/0710/818.jpg,0,DGM4_origin,train
dgm4_176426,Flint Mayor Karen Weaver right and City Administrator Natasha Henderson address questions about adding supplemental phosphates to the city s water during a news conference in December,data/raw/DGM4/origin/washington_post/0370/492.jpg,0,DGM4_origin,train
dgm4_1567558,In earlier days Mr Turnbull campaigned for a republic,data/raw/DGM4/origin/bbc/0319/701.jpg,0,DGM4_origin,train
dgm4_467532,Snowtown Kurzel s bleak thriller based on the murders of Australia s worst serial killer John Bunting,data/raw/DGM4/origin/guardian/0835/561.jpg,0,DGM4_origin,train
dgm4_1632281,The CosbyMeme Twitter hashtag is flooded with references to rape allegations against the comedian,data/raw/DGM4/origin/bbc/0405/351.jpg,0,DGM4_origin,train
dgm4_75736,Keith Richards and The Rolling Stones play at Verizon Center,data/raw/DGM4/origin/washington_post/0170/560.jpg,0,DGM4_origin,train
dgm4_1272022,Sarah Chapman who cofounded the Wandsworth food bank and volunteers every week helps manager Dan Frith sort the donations,data/raw/DGM4/origin/guardian/0098/129.jpg,0,DGM4_origin,train
dgm4_1052936,Todd Akin s remarks on legitimate rape caused widespread offence among Republicans and Democrats,data/raw/DGM4/origin/guardian/0672/431.jpg,0,DGM4_origin,val
dgm4_610329,Francois Fillon with Nicolas Sarkozy pictured in August,data/raw/DGM4/origin/guardian/0317/127.jpg,0,DGM4_origin,train
dgm4_1670310,Mikhail Kasyanov says Putin wants respect from the West,data/raw/DGM4/origin/bbc/0432/377.jpg,0,DGM4_origin,val
dgm4_1530609,Sri Lanka s Foreign Minister Mangala Samaraweera met his Indian counterpart Sushma Swaraj in Delhi on Sunday,data/raw/DGM4/origin/bbc/0158/284.jpg,0,DGM4_origin,test
dgm4_232011,In this Sept 2013 photo provided by Rev Frank Schaefer shows Schaefer right and his son Tim,data/raw/DGM4/origin/usa_today/0457/300.jpg,0,DGM4_origin,train
dgm4_582159,Boris Johnson and Northern Ireland Secretary Theresa Villiers tour the Wrightbus factory in Ballymena,data/raw/DGM4/origin/guardian/0285/045.jpg,0,DGM4_origin,train
dgm4_1598587,The Mitchell family were among those who came out to see the Queen,data/raw/DGM4/origin/bbc/0311/711.jpg,0,DGM4_origin,train
dgm4_130005,During the Korean War Joe Sammarco wrote dozens of letters to his wife Bobbie that now will be part of the Center for American War Letters,data/raw/DGM4/origin/washington_post/0492/544.jpg,0,DGM4_origin,train
dgm4_380142,Ronald Reagan meets with Al Neuharth the founder of USA Today and retired chairman and CEO of Gannett Co Inc,data/raw/DGM4/origin/usa_today/0046/136.jpg,0,DGM4_origin,test
dgm4_497399,Designers have transformed the Young Vic s Maria theatre into a submarine for their current production Kursk,data/raw/DGM4/origin/guardian/0219/891.jpg,0,DGM4_origin,val
dgm4_740942,Actors Mariska Hargitay and Hillary Swank ride on a float with the Krewe of Orpheus,data/raw/DGM4/origin/guardian/0568/760.jpg,0,DGM4_origin,train
dgm4_1067654,Former SAS sniper Danny Nightingale and his wife Sally arrive at his court martial in Bulford Wiltshire,data/raw/DGM4/origin/guardian/0694/885.jpg,0,DGM4_origin,train
dgm4_303494,Amy Rademaker left and her friend Natasha Weigel were killed in a 2006 car accident in Wis in a Chevy Cobalt,data/raw/DGM4/origin/usa_today/0434/301.jpg,0,DGM4_origin,train
dgm4_106154,German police officer and a migrant boy joke with the officer s cap while migrants wait for a bus in Munich,data/raw/DGM4/origin/washington_post/0297/732.jpg,0,DGM4_origin,val
dgm4_355134,Jon Hamm and Gal Gadot play undercover spies in suburbia in Keeping Up With the Joneses,data/raw/DGM4/origin/usa_today/0606/473.jpg,0,DGM4_origin,train
dgm4_250630,Passengers on a Frontier Airlines flight were treated to pizza from the pilot,data/raw/DGM4/origin/usa_today/0425/855.jpg,0,DGM4_origin,train
dgm4_808586,Andy Thomson and Eammon Russell in the Kirkintilloch shed We have a laugh though we don t talk about personal lives,data/raw/DGM4/origin/guardian/0404/561.jpg,0,DGM4_origin,train
dgm4_1020010,Marc Janko and Milos Dimitrijevic of Sydney celebrate a Sydney goal at nib Stadium,data/raw/DGM4/origin/guardian/0626/633.jpg,0,DGM4_origin,val
dgm4_690098,Nick Clegg and his wife Miriam GonzalezDurantez have chosen to send their eldest son Antonio to the Catholic London Oratory school,data/raw/DGM4/origin/guardian/0399/683.jpg,0,DGM4_origin,train
dgm4_686510,A rare sympathetic portrayal Ken Loach s 1994 film Ladybird Ladybird about a woman in an abusive relationship who has six children taken into care,data/raw/DGM4/origin/guardian/0380/050.jpg,0,DGM4_origin,train
dgm4_815833,Eddie Murphy and Arsenio Hall in Coming to America,data/raw/DGM4/origin/guardian/0431/423.jpg,0,DGM4_origin,train
dgm4_564107,John McCain his counsel asked for a full legal review of YouTube takedown notices,data/raw/DGM4/origin/guardian/0261/694.jpg,0,DGM4_origin,val
dgm4_437185,Tom Hanks and Aaron Eckhart face scrutiny in Sully,data/raw/DGM4/origin/usa_today/0026/898.jpg,0,DGM4_origin,val
dgm4_128943,The terrorist attacks shook Paris to its core but its nightlife is making a return,data/raw/DGM4/origin/washington_post/0237/784.jpg,0,DGM4_origin,train
dgm4_803812,South African president Jacob Zuma with his three wives from left Thobeka Mabhija Nompumelo Ntuli and Sizakele Khumalo,data/raw/DGM4/origin/guardian/0422/128.jpg,0,DGM4_origin,train
dgm4_585710,Brett and Naghmeh King parents of fiveyearold Ashya King hold a press conference after they were released from custody in Spain having taken Ashya out of hospital in Southampton,data/raw/DGM4/origin/guardian/0292/141.jpg,0,DGM4_origin,train
dgm4_540831,Elvis fan Daniel Rawsthorn boards the Elvis Express train in Sydney bound for the Parkes Elvis Festival on 9 January 2014,data/raw/DGM4/origin/guardian/0249/610.jpg,0,DGM4_origin,train
dgm4_1462787,Clockwise from top left Niall Martin Stephen and Christopher Smith,data/raw/DGM4/origin/bbc/0038/512.jpg,0,DGM4_origin,train
dgm4_1635016,Chief Executive CY Leung and Chief Secretary Carrie Lam have been rallying support for the government s proposal,data/raw/DGM4/origin/bbc/0456/225.jpg,0,DGM4_origin,train
dgm4_167534,Hilda Abraham of Dumfries holding her daughter Jailyn Izabella Lliguichuzhca receives information about Obamacare from Blanca Castillo,data/raw/DGM4/origin/washington_post/0043/907.jpg,0,DGM4_origin,test
dgm4_1268585,Bernie Riordan the former Electrical Trades Union NSW secretary departs after give evidence at the royal commission into trade union governance and corruption,data/raw/DGM4/origin/guardian/0075/992.jpg,0,DGM4_origin,train
dgm4_690005,Hull FC s Chris Green scores the winning try against Hull KR during the Super League Magic Weekend at the Etihad Stadium,data/raw/DGM4/origin/guardian/0387/208.jpg,0,DGM4_origin,train
dgm4_1468322,Captain America and Thor played by Chris Evans and Chris Hemsworth are just two of the superheroes forced to work together in Avengers Age of Ultron,data/raw/DGM4/origin/bbc/0056/770.jpg,0,DGM4_origin,train
dgm4_712629,France s Noa Nakaitaci surges through the England defence,data/raw/DGM4/origin/guardian/0517/895.jpg,0,DGM4_origin,train
dgm4_836339,Oscar Pistorius has insisted he killed Reeva Steenkamp by accident but could not explain why he pulled the trigger,data/raw/DGM4/origin/guardian/0449/049.jpg,0,DGM4_origin,train
dgm4_1453416,Dubbed the Republican Slayer by media Prince George won the hearts of Australians,data/raw/DGM4/origin/bbc/0052/763.jpg,0,DGM4_origin,train
dgm4_94376,Holder answers questions while testifying before the Senate Judiciary Committee,data/raw/DGM4/origin/washington_post/0076/389.jpg,0,DGM4_origin,train
dgm4_54194,Barry and Trump after visiting their ancestral home in Scotland in 2008,data/raw/DGM4/origin/washington_post/0153/181.jpg,0,DGM4_origin,val
dgm4_793855,Atletico Madrid s Diego Costa in spectacular action during the La Liga victory over Elche He will pose a real threat to Chelsea in the Champions League,data/raw/DGM4/origin/guardian/0419/586.jpg,0,DGM4_origin,train
dgm4_739054,The Chemical Brothers whose music featured in Wipeout,data/raw/DGM4/origin/guardian/0537/039.jpg,0,DGM4_origin,train
dgm4_1078232,Two men wearing replica uniforms watch the football match between the British army and German forces at Aldershot Town FC,data/raw/DGM4/origin/guardian/0685/066.jpg,0,DGM4_origin,train
dgm4_459977,Eoin Fitzpatrick of Fitzpatrick Wholesale who says What are my biggest fears Any new taxes,data/raw/DGM4/origin/guardian/0823/985.jpg,0,DGM4_origin,val
dgm4_918789,Beverly Hilton executive pastry chef Thomas Henzi and executive hotel chef Suki Sugiura unveil the menu to be served at the 69th annual Golden Globes awards,data/raw/DGM4/origin/guardian/0126/125.jpg,0,DGM4_origin,train
dgm4_1109160,Jane and Paul Roper at home in south Manchester with their guests Reza Zobdeh and his wife Guiying Zu,data/raw/DGM4/origin/guardian/0724/108.jpg,0,DGM4_origin,val
dgm4_1239163,Cook on the Bedfordshire farm where he lives with his wife Alice and sheepdog Floss,data/raw/DGM4/origin/guardian/0065/861.jpg,0,DGM4_origin,train
dgm4_501841,Show me the Funny s Alan Davies right says TV makes standup look easy,data/raw/DGM4/origin/guardian/0221/025.jpg,0,DGM4_origin,train
dgm4_76692,President Obama greets Jeff and Megan Guttman along with their sons Ryan left and Jacob on the tarmac of HartsfieldJackson Atlanta International Airport,data/raw/DGM4/origin/washington_post/0589/655.jpg,0,DGM4_origin,test
dgm4_493807,The Wallabies sing the Australian national anthem prior to the Rugby Championship match against South Africa,data/raw/DGM4/origin/guardian/0212/749.jpg,0,DGM4_origin,test
dgm4_1072610,Hugo Chavez the president of Venezuela said the government refused to pay compensation in dollars for the land it had seized,data/raw/DGM4/origin/guardian/0683/654.jpg,0,DGM4_origin,test
dgm4_1247033,Lawyers Gilles Jean Portejoie centre and Matthieu De Vallois left arrive at HotelDieu hospital to meet their client Sid Ahmed Ghlam,data/raw/DGM4/origin/guardian/0057/562.jpg,0,DGM4_origin,train
dgm4_1023486,The West Bromwich Albion manager Steve Clarke left got the better of his Wigan counterpart Roberto Martinez on Saturday,data/raw/DGM4/origin/guardian/0646/250.jpg,0,DGM4_origin,train
dgm4_258928,Nashville Prep fifth grader Alek Royea left talks with classmate Malachi Simmons right during writing class at the school Monday May 12 2014 in Nashville TN,data/raw/DGM4/origin/usa_today/0296/779.jpg,0,DGM4_origin,train
dgm4_1570687,The Great Comic Relief Bake Off star bakers will compete again,data/raw/DGM4/origin/bbc/0320/543.jpg,0,DGM4_origin,train
